KID_ID,UniqueKey,Object on the page,UniqueOrderID,TrialNumber,Point Counter,Action,Correct/Incorrect,IsCorrect,Category,ViewType,Version,Book Description,Condition,Age,Age_Range
11885,1_4,AirplaneThree-Quarter_v3,1,4,1,Point,Incorrect,0,Airplane,Three-Quarter,3,Geons 1,Geons,31.8,>= 24mo
11885,1_5,AirplaneThree-Quarter_v4,1,5,1,Point,Incorrect,0,Airplane,Three-Quarter,4,Geons 1,Geons,31.8,>= 24mo
11885,1_5,DogSide_v4,1,5,2,Point,Incorrect,0,Dog,Side,4,Geons 1,Geons,31.8,>= 24mo
11885,1_6,AirplaneThree-Quarter_v4,1,6,1,Point,Incorrect,0,Airplane,Three-Quarter,4,Geons 1,Geons,31.8,>= 24mo
11885,1_6,DogSide_v2,1,6,2,Point,Correct,1,Dog,Side,2,Geons 1,Geons,31.8,>= 24mo
11885,1_7,DuckThree-Quarter_v3,1,7,1,Point,Incorrect,0,Duck,Three-Quarter,3,Geons 1,Geons,31.8,>= 24mo
11885,1_8,HatThree-Quarter_v3,1,8,1,Point,Correct,1,Hat,Three-Quarter,3,Geons 1,Geons,31.8,>= 24mo
11885,1_8,HatSide_v3,1,8,2,Point,Correct,1,Hat,Side,3,Geons 1,Geons,31.8,>= 24mo
11885,1_9,HatSide_v1,1,9,1,Point,Correct,1,Hat,Side,1,Geons 1,Geons,31.8,>= 24mo
11885,1_10,HatSide_v2,1,10,1,Point,Incorrect,0,Hat,Side,2,Geons 1,Geons,31.8,>= 24mo
11885,1_11,AirplaneThree-Quarter_v3,1,11,1,Point,Incorrect,0,Airplane,Three-Quarter,3,Geons 1,Geons,31.8,>= 24mo
11885,1_12,AirplaneThree-Quarter_v1,1,12,1,Point,Correct,1,Airplane,Three-Quarter,1,Geons 1,Geons,31.8,>= 24mo
11885,1_13,DogSide_v4,1,13,1,Point,Incorrect,0,Dog,Side,4,Geons 1,Geons,31.8,>= 24mo
11885,1_13,CarSide_v4,1,13,2,Point,Incorrect,0,Car,Side,4,Geons 1,Geons,31.8,>= 24mo
11885,1_14,HatSide_v2,1,14,1,Point,Incorrect,0,Hat,Side,2,Geons 1,Geons,31.8,>= 24mo
11885,1_15,CupThree-Quarter_v1,1,15,1,Point,Correct,1,Cup,Three-Quarter,1,Geons 1,Geons,31.8,>= 24mo
11885,1_16,AirplaneThree-Quarter_v2,1,16,1,Point,Correct,1,Airplane,Three-Quarter,2,Geons 1,Geons,31.8,>= 24mo
11885,1_16,DuckThree-Quarter_v3,1,16,2,Point,Incorrect,0,Duck,Three-Quarter,3,Geons 1,Geons,31.8,>= 24mo
8953,1_1,CupSide_v3,1,1,1,Point,Correct,1,Cup,Side,3,Geons 1,Geons,27,>= 24mo
8953,1_1,CupSide_v1,1,1,2,Point,Correct,1,Cup,Side,1,Geons 1,Geons,27,>= 24mo
8953,1_2,HatSide_v4,1,2,1,Point,Incorrect,0,Hat,Side,4,Geons 1,Geons,27,>= 24mo
8953,1_2,CarSide_v3,1,2,2,Point,Correct,1,Car,Side,3,Geons 1,Geons,27,>= 24mo
8953,1_3,AirplaneThree-Quarter_v3,1,3,1,Point,Incorrect,0,Airplane,Three-Quarter,3,Geons 1,Geons,27,>= 24mo
8953,1_3,DogSide_v3,1,3,2,Point,Incorrect,0,Dog,Side,3,Geons 1,Geons,27,>= 24mo
8953,1_4,AirplaneThree-Quarter_v3,1,4,1,Point,Incorrect,0,Airplane,Three-Quarter,3,Geons 1,Geons,27,>= 24mo
8953,1_5,DuckSide_v1,1,5,1,Point,Correct,1,Duck,Side,1,Geons 1,Geons,27,>= 24mo
8953,1_5,DuckThree-Quarter_v1,1,5,2,Point,Correct,1,Duck,Three-Quarter,1,Geons 1,Geons,27,>= 24mo
8953,1_6,CupSide_v4,1,6,1,Point,Incorrect,0,Cup,Side,4,Geons 1,Geons,27,>= 24mo
8953,1_6,DogSide_v1,1,6,2,Point,Correct,1,Dog,Side,1,Geons 1,Geons,27,>= 24mo
8953,1_7,ChairSide_v3,1,7,1,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,27,>= 24mo
8953,1_7,DonkeyThree-Quarter_v3,1,7,2,Point,Correct,1,Donkey,Three-Quarter,3,Geons 1,Geons,27,>= 24mo
8953,1_8,HatSide_v3,1,8,1,Point,Correct,1,Hat,Side,3,Geons 1,Geons,27,>= 24mo
8953,1_8,HatThree-Quarter_v3,1,8,2,Point,Correct,1,Hat,Three-Quarter,3,Geons 1,Geons,27,>= 24mo
8953,1_9,DuckSide_v2,1,9,1,Point,Incorrect,0,Duck,Side,2,Geons 1,Geons,27,>= 24mo
8953,1_10,DonkeySide_v3,1,10,1,Point,Correct,1,Donkey,Side,3,Geons 1,Geons,27,>= 24mo
8953,1_10,AirplaneThree-Quarter_v3,1,10,2,Point,Incorrect,0,Airplane,Three-Quarter,3,Geons 1,Geons,27,>= 24mo
8953,1_11,DuckSide_v2,1,11,1,Point,Incorrect,0,Duck,Side,2,Geons 1,Geons,27,>= 24mo
8953,1_12,AirplaneThree-Quarter_v1,1,12,1,Point,Correct,1,Airplane,Three-Quarter,1,Geons 1,Geons,27,>= 24mo
8953,1_13,ChairSide_v1,1,13,1,Point,Correct,1,Chair,Side,1,Geons 1,Geons,27,>= 24mo
8953,1_13,ChairSide_v2,1,13,2,Point,Correct,1,Chair,Side,2,Geons 1,Geons,27,>= 24mo
8953,1_14,CarSide_v2,1,14,1,Point,Incorrect,0,Car,Side,2,Geons 1,Geons,27,>= 24mo
8953,1_14,ChairThree-Quarter_v2,1,14,2,Point,Correct,1,Chair,Three-Quarter,2,Geons 1,Geons,27,>= 24mo
8953,1_15,DuckSide_v2,1,15,1,Point,Incorrect,0,Duck,Side,2,Geons 1,Geons,27,>= 24mo
8953,1_16,HatSide_v4,1,16,1,Point,Incorrect,0,Hat,Side,4,Geons 1,Geons,27,>= 24mo
8953,1_16,DuckThree-Quarter_v3,1,16,2,Point,Incorrect,0,Duck,Three-Quarter,3,Geons 1,Geons,27,>= 24mo
8970,1_1,CupSide_v1,1,1,1,Point,Correct,1,Cup,Side,1,Geons 1,Geons,27,>= 24mo
8970,1_1,CupSide_v3,1,1,2,Point,Correct,1,Cup,Side,3,Geons 1,Geons,27,>= 24mo
8970,1_2,N/A,1,2,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,27,>= 24mo
8970,1_3,DuckThree-Quarter_v4,1,3,1,Point,Correct,1,Duck,Three-Quarter,4,Geons 1,Geons,27,>= 24mo
8970,1_4,CupSide_v2,1,4,1,Point,Incorrect,0,Cup,Side,2,Geons 1,Geons,27,>= 24mo
8970,1_5,DuckSide_v1,1,5,1,Point,Correct,1,Duck,Side,1,Geons 1,Geons,27,>= 24mo
8970,1_5,AirplaneThree-Quarter_v4,1,5,2,Point,Incorrect,0,Airplane,Three-Quarter,4,Geons 1,Geons,27,>= 24mo
8970,1_6,DogSide_v1,1,6,1,Point,Correct,1,Dog,Side,1,Geons 1,Geons,27,>= 24mo
8970,1_6,CupSide_v4,1,6,2,Point,Incorrect,0,Cup,Side,4,Geons 1,Geons,27,>= 24mo
8970,1_7,ChairSide_v3,1,7,1,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,27,>= 24mo
8970,1_8,HatThree-Quarter_v3,1,8,1,Point,Correct,1,Hat,Three-Quarter,3,Geons 1,Geons,27,>= 24mo
8970,1_8,HatSide_v3,1,8,2,Point,Correct,1,Hat,Side,3,Geons 1,Geons,27,>= 24mo
8970,1_9,HatSide_v1,1,9,1,Point,Correct,1,Hat,Side,1,Geons 1,Geons,27,>= 24mo
8970,1_10,CupSide_v2,1,10,1,Point,Incorrect,0,Cup,Side,2,Geons 1,Geons,27,>= 24mo
8970,1_11,N/A,1,11,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,27,>= 24mo
8970,1_12,N/A,1,12,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,27,>= 24mo
8970,1_13,N/A,1,13,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,27,>= 24mo
8970,1_14,N/A,1,14,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,27,>= 24mo
8970,1_15,CupThree-Quarter_v1,1,15,1,Point,Correct,1,Cup,Three-Quarter,1,Geons 1,Geons,27,>= 24mo
8970,1_16,ChairSide_v3,1,16,1,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,27,>= 24mo
8964,1_1,CupSide_v3,1,1,1,Point,Correct,1,Cup,Side,3,Geons 1,Geons,27.1,>= 24mo
8964,1_1,CupSide_v1,1,1,2,Point,Correct,1,Cup,Side,1,Geons 1,Geons,27.1,>= 24mo
8964,1_2,CarSide_v3,1,2,1,Point,Correct,1,Car,Side,3,Geons 1,Geons,27.1,>= 24mo
8964,1_2,ChairSide_v3,1,2,2,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,27.1,>= 24mo
8964,1_3,DogSide_v3,1,3,1,Point,Incorrect,0,Dog,Side,3,Geons 1,Geons,27.1,>= 24mo
8964,1_4,ChairSide_v4,1,4,1,Point,Incorrect,0,Chair,Side,4,Geons 1,Geons,27.1,>= 24mo
8964,1_5,DogSide_v4,1,5,1,Point,Incorrect,0,Dog,Side,4,Geons 1,Geons,27.1,>= 24mo
8964,1_5,ChairSide_v3,1,5,2,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,27.1,>= 24mo
8964,1_6,DogSide_v1,1,6,1,Point,Correct,1,Dog,Side,1,Geons 1,Geons,27.1,>= 24mo
8964,1_6,ChairSide_v3,1,6,2,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,27.1,>= 24mo
8964,1_7,AirplaneThree-Quarter_v4,1,7,1,Point,Incorrect,0,Airplane,Three-Quarter,4,Geons 1,Geons,27.1,>= 24mo
8964,1_7,ChairSide_v3,1,7,2,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,27.1,>= 24mo
8964,1_8,HatThree-Quarter_v3,1,8,1,Point,Correct,1,Hat,Three-Quarter,3,Geons 1,Geons,27.1,>= 24mo
8964,1_8,DonkeySide_v2,1,8,2,Point,Incorrect,0,Donkey,Side,2,Geons 1,Geons,27.1,>= 24mo
8964,1_9,DuckSide_v2,1,9,1,Incidental point and naming,Incorrect,0,Duck,Side,2,Geons 1,Geons,27.1,>= 24mo
8964,1_10,DonkeySide_v3,1,10,1,Point,Correct,1,Donkey,Side,3,Geons 1,Geons,27.1,>= 24mo
8964,1_11,CarSide_v2,1,11,1,Point,Incorrect,0,Car,Side,2,Geons 1,Geons,27.1,>= 24mo
8964,1_12,DuckSide_v2,1,12,1,Incidental point and naming,Incorrect,0,Duck,Side,2,Geons 1,Geons,27.1,>= 24mo
8964,1_13,ChairSide_v1,1,13,1,Point,Correct,1,Chair,Side,1,Geons 1,Geons,27.1,>= 24mo
8964,1_13,DogSide_v4,1,13,2,Point,Incorrect,0,Dog,Side,4,Geons 1,Geons,27.1,>= 24mo
8964,1_14,CarSide_v2,1,14,1,Point,Incorrect,0,Car,Side,2,Geons 1,Geons,27.1,>= 24mo
8964,1_15,HatSide_v2,1,15,1,Point,Incorrect,0,Hat,Side,2,Geons 1,Geons,27.1,>= 24mo
8964,1_16,AirplaneThree-Quarter_v2,1,16,1,Point,Correct,1,Airplane,Three-Quarter,2,Geons 1,Geons,27.1,>= 24mo
9255,1_1,CupSide_v1,1,1,1,Point,Correct,1,Cup,Side,1,Geons 1,Geons,24.9,>= 24mo
9255,1_1,CupSide_v3,1,1,2,Point,Correct,1,Cup,Side,3,Geons 1,Geons,24.9,>= 24mo
9255,1_2,ChairSide_v3,1,2,1,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,24.9,>= 24mo
9255,1_2,CarThree-Quarter_v3,1,2,2,Point,Correct,1,Car,Three-Quarter,3,Geons 1,Geons,24.9,>= 24mo
9255,1_3,ChairSide_v4,1,3,1,Point,Incorrect,0,Chair,Side,4,Geons 1,Geons,24.9,>= 24mo
9255,1_4,CupSide_v2,1,4,1,Point,Incorrect,0,Cup,Side,2,Geons 1,Geons,24.9,>= 24mo
9255,1_5,DuckThree-Quarter_v1,1,5,1,Point,Correct,1,Duck,Three-Quarter,1,Geons 1,Geons,24.9,>= 24mo
9255,1_5,DuckSide_v1,1,5,2,Point,Correct,1,Duck,Side,1,Geons 1,Geons,24.9,>= 24mo
9255,1_6,CupSide_v4,1,6,1,Point,Incorrect,0,Cup,Side,4,Geons 1,Geons,24.9,>= 24mo
9255,1_6,DogSide_v1,1,6,2,Point,Incorrect,0,Dog,Side,1,Geons 1,Geons,24.9,>= 24mo
9255,1_7,DuckThree-Quarter_v3,1,7,1,Incidental point and naming,Incorrect,0,Duck,Three-Quarter,3,Geons 1,Geons,24.9,>= 24mo
9255,1_7,CarSide_v4,1,7,2,Point,Incorrect,0,Car,Side,4,Geons 1,Geons,24.9,>= 24mo
9255,1_8,HatThree-Quarter_v3,1,8,1,Point,Correct,1,Hat,Three-Quarter,3,Geons 1,Geons,24.9,>= 24mo
9255,1_8,HatSide_v3,1,8,2,Point,Correct,1,Hat,Side,3,Geons 1,Geons,24.9,>= 24mo
9255,1_9,HatSide_v1,1,9,1,Point,Correct,1,Hat,Side,1,Geons 1,Geons,24.9,>= 24mo
9255,1_10,HatSide_v2,1,10,1,Point,Incorrect,0,Hat,Side,2,Geons 1,Geons,24.9,>= 24mo
9255,1_11,DuckSide_v2,1,11,1,Incidental point and naming,Incorrect,0,Duck,Side,2,Geons 1,Geons,24.9,>= 24mo
9255,1_11,CupSide_v2,1,11,2,Point,Incorrect,0,Cup,Side,2,Geons 1,Geons,24.9,>= 24mo
9255,1_12,AirplaneThree-Quarter_v1,1,12,1,Point,Correct,1,Airplane,Three-Quarter,1,Geons 1,Geons,24.9,>= 24mo
9255,1_12,DonkeyThree-Quarter_v2,1,12,2,Point,Incorrect,0,Donkey,Three-Quarter,2,Geons 1,Geons,24.9,>= 24mo
9255,1_13,DogSide_v4,1,13,1,Point,Incorrect,0,Dog,Side,4,Geons 1,Geons,24.9,>= 24mo
9255,1_13,ChairSide_v1,1,13,2,Point,Correct,1,Chair,Side,1,Geons 1,Geons,24.9,>= 24mo
9255,1_14,ChairThree-Quarter_v2,1,14,1,Point,Correct,1,Chair,Three-Quarter,2,Geons 1,Geons,24.9,>= 24mo
9255,1_14,DogSide_v3,1,14,2,Point,Incorrect,0,Dog,Side,3,Geons 1,Geons,24.9,>= 24mo
9255,1_15,CupThree-Quarter_v1,1,15,1,Point,Correct,1,Cup,Three-Quarter,1,Geons 1,Geons,24.9,>= 24mo
9255,1_16,CarSide_v4,1,16,1,Point,Incorrect,0,Car,Side,4,Geons 1,Geons,24.9,>= 24mo
9255,1_16,AirplaneSide_v1,1,16,2,Point,Correct,1,Airplane,Side,1,Geons 1,Geons,24.9,>= 24mo
9029,1_1,CupSide_v1,1,1,1,Point,Correct,1,Cup,Side,1,Geons 1,Geons,26.7,>= 24mo
9029,1_1,CupSide_v3,1,1,2,Point,Correct,1,Cup,Side,3,Geons 1,Geons,26.7,>= 24mo
9029,1_2,CarThree-Quarter_v3,1,2,1,Point,Correct,1,Car,Three-Quarter,3,Geons 1,Geons,26.7,>= 24mo
9029,1_2,CarSide_v3,1,2,2,Point,Correct,1,Car,Side,3,Geons 1,Geons,26.7,>= 24mo
9029,1_3,DuckThree-Quarter_v4,1,3,1,Point,Correct,1,Duck,Three-Quarter,4,Geons 1,Geons,26.7,>= 24mo
9029,1_4,CupSide_v2,1,4,1,Point,Incorrect,0,Cup,Side,2,Geons 1,Geons,26.7,>= 24mo
9029,1_4,HatSide_v2,1,4,2,Point,Incorrect,0,Hat,Side,2,Geons 1,Geons,26.7,>= 24mo
9029,1_5,DuckThree-Quarter_v1,1,5,1,Point,Correct,1,Duck,Three-Quarter,1,Geons 1,Geons,26.7,>= 24mo
9029,1_5,DuckSide_v1,1,5,2,Point,Correct,1,Duck,Side,1,Geons 1,Geons,26.7,>= 24mo
9029,1_6,DogSide_v1,1,6,1,Point,Correct,1,Dog,Side,1,Geons 1,Geons,26.7,>= 24mo
9029,1_6,DogSide_v2,1,6,2,Point,Correct,1,Dog,Side,2,Geons 1,Geons,26.7,>= 24mo
9029,1_7,DuckThree-Quarter_v3,1,7,1,Point,Incorrect,0,Duck,Three-Quarter,3,Geons 1,Geons,26.7,>= 24mo
9029,1_7,DonkeyThree-Quarter_v3,1,7,2,Point,Correct,1,Donkey,Three-Quarter,3,Geons 1,Geons,26.7,>= 24mo
9029,1_8,HatSide_v3,1,8,1,Point,Correct,1,Hat,Side,3,Geons 1,Geons,26.7,>= 24mo
9029,1_9,DuckSide_v2,1,9,1,Point,Incorrect,0,Duck,Side,2,Geons 1,Geons,26.7,>= 24mo
9029,1_9,HatSide_v1,1,9,2,Point,Correct,1,Hat,Side,1,Geons 1,Geons,26.7,>= 24mo
9029,1_10,HatSide_v2,1,10,1,Point,Incorrect,0,Hat,Side,2,Geons 1,Geons,26.7,>= 24mo
9029,1_11,DuckSide_v2,1,11,1,Point,Incorrect,0,Duck,Side,2,Geons 1,Geons,26.7,>= 24mo
9029,1_12,HatSide_v2,1,12,1,Point,Incorrect,0,Hat,Side,2,Geons 1,Geons,26.7,>= 24mo
9029,1_13,HatSide_v4,1,13,1,Point,Incorrect,0,Hat,Side,4,Geons 1,Geons,26.7,>= 24mo
9029,1_14,DuckSide_v2,1,14,1,Point,Incorrect,0,Duck,Side,2,Geons 1,Geons,26.7,>= 24mo
9029,1_15,CupThree-Quarter_v1,1,15,1,Point,Correct,1,Cup,Three-Quarter,1,Geons 1,Geons,26.7,>= 24mo
9029,1_16,AirplaneThree-Quarter_v2,1,16,1,Point,Correct,1,Airplane,Three-Quarter,2,Geons 1,Geons,26.7,>= 24mo
9029,1_16,AirplaneSide_v1,1,16,2,Point,Correct,1,Airplane,Side,1,Geons 1,Geons,26.7,>= 24mo
9275,1_1,CupSide_v3,1,1,1,Point,Correct,1,Cup,Side,3,Geons 1,Geons,24.7,>= 24mo
9275,1_2,N/A,1,2,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,24.7,>= 24mo
9275,1_3,CarSide_v2,1,3,1,Incidental point and naming,Incorrect,0,Car,Side,2,Geons 1,Geons,24.7,>= 24mo
9275,1_4,N/A,1,4,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,24.7,>= 24mo
9275,1_5,DuckThree-Quarter_v1,1,5,1,Point,Correct,1,Duck,Three-Quarter,1,Geons 1,Geons,24.7,>= 24mo
9275,1_5,DuckSide_v1,1,5,2,Point,Correct,1,Duck,Side,1,Geons 1,Geons,24.7,>= 24mo
9275,1_6,N/A,1,6,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,24.7,>= 24mo
9275,1_7,N/A,1,7,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,24.7,>= 24mo
9275,1_8,HatSide_v3,1,8,1,Point,Correct,1,Hat,Side,3,Geons 1,Geons,24.7,>= 24mo
9275,1_8,HatThree-Quarter_v3,1,8,2,Point,Correct,1,Hat,Three-Quarter,3,Geons 1,Geons,24.7,>= 24mo
9275,1_9,HatSide_v1,1,9,1,Point,Correct,1,Hat,Side,1,Geons 1,Geons,24.7,>= 24mo
9275,1_10,HatSide_v2,1,10,1,Incidental point and naming,Incorrect,0,Hat,Side,2,Geons 1,Geons,24.7,>= 24mo
9275,1_11,N/A,1,11,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,24.7,>= 24mo
9275,1_12,AirplaneThree-Quarter_v1,1,12,1,Point,Correct,1,Airplane,Three-Quarter,1,Geons 1,Geons,24.7,>= 24mo
9275,1_13,DogSide_v4,1,13,1,Point,Incorrect,0,Dog,Side,4,Geons 1,Geons,24.7,>= 24mo
9275,1_13,ChairSide_v1,1,13,2,Point,Correct,1,Chair,Side,1,Geons 1,Geons,24.7,>= 24mo
9275,1_14,DogSide_v3,1,14,1,Point,Incorrect,0,Dog,Side,3,Geons 1,Geons,24.7,>= 24mo
9275,1_15,CupThree-Quarter_v1,1,15,1,Point,Correct,1,Cup,Three-Quarter,1,Geons 1,Geons,24.7,>= 24mo
9275,1_16,AirplaneSide_v1,1,16,1,Point,Correct,1,Airplane,Side,1,Geons 1,Geons,24.7,>= 24mo
8574,1_1,CupSide_v1,1,1,1,Point,Correct,1,Cup,Side,1,Geons 1,Geons,29.9,>= 24mo
8574,1_1,CupSide_v3,1,1,2,Point,Correct,1,Cup,Side,3,Geons 1,Geons,29.9,>= 24mo
8574,1_2,CarSide_v3,1,2,1,Point,Correct,1,Car,Side,3,Geons 1,Geons,29.9,>= 24mo
8574,1_2,CarThree-Quarter_v3,1,2,2,Point,Correct,1,Car,Three-Quarter,3,Geons 1,Geons,29.9,>= 24mo
8574,1_3,DuckThree-Quarter_v4,1,3,1,Point,Correct,1,Duck,Three-Quarter,4,Geons 1,Geons,29.9,>= 24mo
8574,1_4,CupSide_v2,1,4,1,Point,Incorrect,0,Cup,Side,2,Geons 1,Geons,29.9,>= 24mo
8574,1_5,DuckSide_v1,1,5,1,Point,Correct,1,Duck,Side,1,Geons 1,Geons,29.9,>= 24mo
8574,1_5,DuckThree-Quarter_v1,1,5,2,Point,Correct,1,Duck,Three-Quarter,1,Geons 1,Geons,29.9,>= 24mo
8574,1_6,AirplaneThree-Quarter_v4,1,6,1,Point,Incorrect,0,Airplane,Three-Quarter,4,Geons 1,Geons,29.9,>= 24mo
8574,1_6,DogSide_v1,1,6,2,Point,Correct,1,Dog,Side,1,Geons 1,Geons,29.9,>= 24mo
8574,1_7,DonkeyThree-Quarter_v3,1,7,1,Point,Correct,1,Donkey,Three-Quarter,3,Geons 1,Geons,29.9,>= 24mo
8574,1_7,DonkeySide_v1,1,7,2,Point,Correct,1,Donkey,Side,1,Geons 1,Geons,29.9,>= 24mo
8574,1_8,HatThree-Quarter_v3,1,8,1,Point,Correct,1,Hat,Three-Quarter,3,Geons 1,Geons,29.9,>= 24mo
8574,1_8,HatSide_v3,1,8,2,Point,Correct,1,Hat,Side,3,Geons 1,Geons,29.9,>= 24mo
8574,1_9,HatSide_v1,1,9,1,Point,Correct,1,Hat,Side,1,Geons 1,Geons,29.9,>= 24mo
8574,1_10,DonkeySide_v3,1,10,1,Point,Correct,1,Donkey,Side,3,Geons 1,Geons,29.9,>= 24mo
8574,1_11,DogThree-Quarter_v2,1,11,1,Point,Correct,1,Dog,Three-Quarter,2,Geons 1,Geons,29.9,>= 24mo
8574,1_12,AirplaneThree-Quarter_v1,1,12,1,Point,Correct,1,Airplane,Three-Quarter,1,Geons 1,Geons,29.9,>= 24mo
8574,1_13,DogSide_v4,1,13,1,Point,Incorrect,0,Dog,Side,4,Geons 1,Geons,29.9,>= 24mo
8574,1_13,CarSide_v4,1,13,2,Point,Incorrect,0,Car,Side,4,Geons 1,Geons,29.9,>= 24mo
8574,1_14,DogSide_v3,1,14,1,Point,Incorrect,0,Dog,Side,3,Geons 1,Geons,29.9,>= 24mo
8574,1_15,AirplaneThree-Quarter_v3,1,15,1,Point,Incorrect,0,Airplane,Three-Quarter,3,Geons 1,Geons,29.9,>= 24mo
8574,1_16,AirplaneSide_v1,1,16,1,Point,Correct,1,Airplane,Side,1,Geons 1,Geons,29.9,>= 24mo
8574,1_16,AirplaneThree-Quarter_v2,1,16,2,Point,Correct,1,Airplane,Three-Quarter,2,Geons 1,Geons,29.9,>= 24mo
8961,2_1,AirplaneSide_v2,2,1,1,Point,Correct,1,Airplane,Side,2,Realistic 2,Realistic,27.2,>= 24mo
8961,2_2,HatSide_v3,2,2,1,Point,Correct,1,Hat,Side,3,Realistic 2,Realistic,27.2,>= 24mo
